Cell_Line,COMPOUND_A,COMPOUND_B,SYNERGY_SCORE,Tissue
TCCSUP,CIDs46244453,CIDs25262792,-0.8029999999999999,excretory system
TCCSUP,CIDs72793174,CIDs25262792,-1.54,excretory system
TCCSUP,CIDs10368812,CIDs25262792,-14.0,excretory system
TCCSUP,CIDs11375205,CIDs25262792,23.6,excretory system
TCCSUP,CIDs51039095,CIDs25262792,30.9,excretory system
TCCSUP,CIDs00005311,CIDs25262792,-2.29,excretory system
TCCSUP,CIDs11955716,CIDs25262792,-22.2,excretory system
TCCSUP,CIDs49800198,CIDs25262792,35.9,excretory system
TCCSUP,CIDs10127622,CIDs25262792,15.8,excretory system
TCCSUP,CIDs23725625,CIDs25262792,-1.42,excretory system
TCCSUP,CIDs17755052,CIDs25262792,9.25,excretory system
TCCSUP,CIDs54751698,CIDs25262792,10.6,excretory system
TCCSUP,CIDs58423153,CIDs25262792,26.2,excretory system
TCCSUP,CIDs10302451,CIDs25262792,16.5,excretory system
TCCSUP,CIDs00005515,CIDs25262792,30.4,excretory system
TCCSUP,CIDs15953870,CIDs17755052,15.2,excretory system
TCCSUP,CIDs46244453,CIDs17755052,-6.7,excretory system
TCCSUP,CIDs72793174,CIDs17755052,6.53,excretory system
TCCSUP,CIDs10368812,CIDs17755052,-3.84,excretory system
TCCSUP,CIDs11375205,CIDs17755052,30.6,excretory system
TCCSUP,CIDs51039095,CIDs17755052,34.2,excretory system
TCCSUP,CIDs00005311,CIDs17755052,0.612,excretory system
TCCSUP,CIDs11955716,CIDs17755052,-3.47,excretory system
TCCSUP,CIDs49800198,CIDs17755052,29.8,excretory system
TCCSUP,CIDs10127622,CIDs17755052,17.3,excretory system
TCCSUP,CIDs23725625,CIDs17755052,8.96,excretory system
TCCSUP,CIDs58423153,CIDs17755052,44.6,excretory system
TCCSUP,CIDs10302451,CIDs17755052,4.96,excretory system
TCCSUP,CIDs00005515,CIDs17755052,41.9,excretory system
TCCSUP,CIDs15953870,CIDs54751698,16.1,excretory system
TCCSUP,CIDs46244453,CIDs54751698,4.9,excretory system
TCCSUP,CIDs72793174,CIDs54751698,-31.1,excretory system
TCCSUP,CIDs10368812,CIDs54751698,5.0,excretory system
TCCSUP,CIDs11375205,CIDs54751698,8.96,excretory system
TCCSUP,CIDs00005311,CIDs54751698,12.5,excretory system
TCCSUP,CIDs11955716,CIDs54751698,15.4,excretory system
TCCSUP,CIDs49800198,CIDs54751698,-2.65,excretory system
TCCSUP,CIDs10127622,CIDs54751698,55.9,excretory system
TCCSUP,CIDs23725625,CIDs54751698,42.8,excretory system
TCCSUP,CIDs17755052,CIDs54751698,19.4,excretory system
TCCSUP,CIDs58423153,CIDs54751698,46.7,excretory system
TCCSUP,CIDs10302451,CIDs54751698,27.1,excretory system
TCCSUP,CIDs15953870,CIDs58423153,16.3,excretory system
TCCSUP,CIDs46244453,CIDs58423153,-15.0,excretory system
TCCSUP,CIDs72793174,CIDs58423153,11.1,excretory system
TCCSUP,CIDs00005311,CIDs58423153,19.0,excretory system
TCCSUP,CIDs11955716,CIDs58423153,9.05,excretory system
TCCSUP,CIDs23725625,CIDs58423153,16.6,excretory system
TCCSUP,CIDs15953870,CIDs10302451,5.93,excretory system
TCCSUP,CIDs46244453,CIDs10302451,13.4,excretory system
TCCSUP,CIDs72793174,CIDs10302451,12.0,excretory system
TCCSUP,CIDs10368812,CIDs10302451,-14.3,excretory system
TCCSUP,CIDs51039095,CIDs10302451,38.3,excretory system
TCCSUP,CIDs00005311,CIDs10302451,-7.93,excretory system
TCCSUP,CIDs11955716,CIDs10302451,-7.57,excretory system
TCCSUP,CIDs49800198,CIDs10302451,34.3,excretory system
TCCSUP,CIDs10127622,CIDs10302451,10.2,excretory system
TCCSUP,CIDs23725625,CIDs10302451,8.24,excretory system
TCCSUP,CIDs58423153,CIDs10302451,29.0,excretory system
UACC812,CIDs00001805,CIDs25227436,-11.7,breast
UACC812,CIDs46930996,CIDs25227436,0.11699999999999999,breast
UACC812,CIDs24978538,CIDs25227436,24.9,breast
UACC812,CIDs10126189,CIDs25227436,14.5,breast
UACC812,CIDs11656518,CIDs25227436,12.2,breast
UACC812,CIDs25194865,CIDs25227436,1.77,breast
UACC812,CIDs00104741,CIDs25227436,4.82,breast
UACC812,CIDs00005376,CIDs25227436,-23.8,breast
UACC812,CIDs00148195,CIDs25227436,-1.29,breast
UACC812,CIDs00005311,CIDs25227436,-22.2,breast
UACC812,CIDs11955716,CIDs25227436,3.87,breast
UACC812,CIDs11707110,CIDs25227436,-8.74,breast
UACC812,CIDs16719221,CIDs25227436,-37.6,breast
UACC812,CIDs11597571,CIDs25227436,-11.0,breast
UACC812,CIDs00148191,CIDs25227436,-27.4,breast
UACC812,CIDs06442177,CIDs25227436,-32.0,breast
UACC812,CIDs11625818,CIDs25227436,2.69,breast
UACC812,CIDs25033539,CIDs25227436,-3.11,breast
UACC812,CIDs00176166,CIDs25227436,-13.7,breast
UACC812,CIDs00093860,CIDs25227436,4.3,breast
UACC812,CIDs11556711,CIDs25227436,3.86,breast
UACC812,CIDs11167602,CIDs25227436,-34.4,breast
UACC812,CIDs24856436,CIDs25227436,1.32,breast
UACC812,CIDs24964624,CIDs11152667,15.4,breast
UACC812,CIDs00001805,CIDs11152667,33.1,breast
UACC812,CIDs24978538,CIDs11152667,-14.4,breast
UACC812,CIDs10126189,CIDs11152667,0.247,breast
UACC812,CIDs11717001,CIDs11152667,-8.27,breast
UACC812,CIDs11656518,CIDs11152667,-14.4,breast
UACC812,CIDs25194865,CIDs11152667,-1.43,breast
UACC812,CIDs00002719,CIDs11152667,-18.5,breast
UACC812,CIDs00104741,CIDs11152667,24.9,breast
UACC812,CIDs00148195,CIDs11152667,-42.5,breast
UACC812,CIDs00005311,CIDs11152667,-8.99,breast
UACC812,CIDs11707110,CIDs11152667,23.7,breast
UACC812,CIDs17754438,CIDs11152667,10.1,breast
UACC812,CIDs06442177,CIDs11152667,-35.2,breast
UACC812,CIDs45375953,CIDs11152667,-42.4,breast
UACC812,CIDs11625818,CIDs11152667,0.41200000000000003,breast
UACC812,CIDs49867926,CIDs11152667,-58.4,breast
UACC812,CIDs00176166,CIDs11152667,12.9,breast
UACC812,CIDs00093860,CIDs11152667,0.693,breast
UACC812,CIDs11556711,CIDs11152667,3.2,breast
UACC812,CIDs11167602,CIDs11152667,-54.6,breast
UACC812,CIDs24856436,CIDs11152667,72.9,breast
UACC812,CIDs24964624,CIDs00123631,34.0,breast
UACC812,CIDs00001805,CIDs00123631,8.3,breast
UACC812,CIDs46930996,CIDs00123631,-9.4,breast
UACC812,CIDs24978538,CIDs00123631,34.1,breast
UACC812,CIDs10126189,CIDs00123631,12.1,breast
UACC812,CIDs11717001,CIDs00123631,-76.4,breast
UACC812,CIDs11656518,CIDs00123631,0.785,breast
UACC812,CIDs25194865,CIDs00123631,23.1,breast
UACC812,CIDs00002719,CIDs00123631,-5.29,breast
UACC812,CIDs00104741,CIDs00123631,5.36,breast
UACC812,CIDs00148195,CIDs00123631,-2.71,breast
UACC812,CIDs00004261,CIDs00123631,-35.3,breast
UACC812,CIDs00005311,CIDs00123631,-15.5,breast
UACC812,CIDs11955716,CIDs00123631,22.1,breast
UACC812,CIDs11707110,CIDs00123631,43.1,breast
UACC812,CIDs16719221,CIDs00123631,52.9,breast
UACC812,CIDs17754438,CIDs00123631,5.82,breast
UACC812,CIDs00148191,CIDs00123631,-13.6,breast
UACC812,CIDs06442177,CIDs00123631,-8.34,breast
UACC812,CIDs45375953,CIDs00123631,11.7,breast
UACC812,CIDs11520894,CIDs00123631,-3.12,breast
UACC812,CIDs16720766,CIDs00123631,-8.93,breast
UACC812,CIDs11625818,CIDs00123631,8.03,breast
UACC812,CIDs25033539,CIDs00123631,31.5,breast
UACC812,CIDs49867926,CIDs00123631,21.4,breast
UACC812,CIDs00176166,CIDs00123631,22.8,breast
UACC812,CIDs00093860,CIDs00123631,4.35,breast
UACC812,CIDs11556711,CIDs00123631,3.76,breast
UACC812,CIDs11167602,CIDs00123631,-9.28,breast
UACC812,CIDs24856436,CIDs00123631,8.69,breast
UACC812,CIDs49867930,CIDs00123631,6.19,breast
UACC812,CIDs24964624,CIDs11375205,40.3,breast
UACC812,CIDs00148177,CIDs11375205,-3.64,breast
UACC812,CIDs00001805,CIDs11375205,12.0,breast
UACC812,CIDs46930996,CIDs11375205,17.4,breast
UACC812,CIDs24978538,CIDs11375205,26.9,breast
UACC812,CIDs10126189,CIDs11375205,13.5,breast
UACC812,CIDs11717001,CIDs11375205,-43.1,breast
UACC812,CIDs11656518,CIDs11375205,21.5,breast
UACC812,CIDs25194865,CIDs11375205,25.9,breast
UACC812,CIDs00002719,CIDs11375205,7.94,breast
UACC812,CIDs00104741,CIDs11375205,3.94,breast
UACC812,CIDs00148195,CIDs11375205,16.5,breast
UACC812,CIDs00004261,CIDs11375205,-19.5,breast
UACC812,CIDs00005311,CIDs11375205,-6.11,breast
UACC812,CIDs11955716,CIDs11375205,28.8,breast
UACC812,CIDs11707110,CIDs11375205,50.5,breast
UACC812,CIDs16719221,CIDs11375205,32.6,breast
UACC812,CIDs17754438,CIDs11375205,5.18,breast
UACC812,CIDs11494412,CIDs11375205,-1.12,breast
UACC812,CIDs11597571,CIDs11375205,5.03,breast
UACC812,CIDs00148191,CIDs11375205,8.2,breast
UACC812,CIDs06442177,CIDs11375205,37.4,breast
UACC812,CIDs45375953,CIDs11375205,12.1,breast
UACC812,CIDs11520894,CIDs11375205,28.4,breast
UACC812,CIDs16720766,CIDs11375205,13.7,breast
UACC812,CIDs11625818,CIDs11375205,4.59,breast
UACC812,CIDs25033539,CIDs11375205,42.1,breast
UACC812,CIDs49867926,CIDs11375205,-3.61,breast
UACC812,CIDs00176166,CIDs11375205,2.76,breast
UACC812,CIDs00093860,CIDs11375205,3.96,breast
UACC812,CIDs11556711,CIDs11375205,4.35,breast
UACC812,CIDs11167602,CIDs11375205,-2.27,breast
UACC812,CIDs24856436,CIDs11375205,18.3,breast
UACC812,CIDs49867930,CIDs11375205,19.9,breast
UACC812,CIDs00001805,CIDs51039095,12.9,breast
UACC812,CIDs46930996,CIDs51039095,0.0155,breast
UACC812,CIDs24978538,CIDs51039095,8.12,breast
UACC812,CIDs10126189,CIDs51039095,3.91,breast
UACC812,CIDs11656518,CIDs51039095,0.303,breast
UACC812,CIDs25194865,CIDs51039095,8.13,breast
UACC812,CIDs00002719,CIDs51039095,-1.67,breast
UACC812,CIDs00104741,CIDs51039095,-2.99,breast
UACC812,CIDs00148195,CIDs51039095,-1.52,breast
UACC812,CIDs00004261,CIDs51039095,-3.24,breast
UACC812,CIDs11707110,CIDs51039095,10.1,breast
UACC812,CIDs17754438,CIDs51039095,6.07,breast
UACC812,CIDs11494412,CIDs51039095,12.0,breast
UACC812,CIDs11597571,CIDs51039095,0.185,breast
UACC812,CIDs00148191,CIDs51039095,-28.3,breast
UACC812,CIDs06442177,CIDs51039095,-28.2,breast
UACC812,CIDs11520894,CIDs51039095,-75.9,breast
UACC812,CIDs16720766,CIDs51039095,-13.9,breast
UACC812,CIDs49867926,CIDs51039095,-20.8,breast
UACC812,CIDs00093860,CIDs51039095,3.14,breast
UACC812,CIDs11556711,CIDs51039095,4.4,breast
UACC812,CIDs11167602,CIDs51039095,-54.3,breast
UACC812,CIDs24856436,CIDs51039095,2.48,breast
UACC812,CIDs24964624,CIDs16659841,-1.8,breast
UACC812,CIDs00001805,CIDs16659841,8.23,breast
UACC812,CIDs24978538,CIDs16659841,8.89,breast
UACC812,CIDs10126189,CIDs16659841,4.58,breast
UACC812,CIDs11717001,CIDs16659841,-8.37,breast
UACC812,CIDs11656518,CIDs16659841,3.76,breast
UACC812,CIDs25194865,CIDs16659841,-3.15,breast
UACC812,CIDs00002719,CIDs16659841,-4.67,breast
UACC812,CIDs00148195,CIDs16659841,3.46,breast
UACC812,CIDs00004261,CIDs16659841,-16.0,breast
UACC812,CIDs00005311,CIDs16659841,-1.74,breast
UACC812,CIDs11707110,CIDs16659841,-0.875,breast
UACC812,CIDs17754438,CIDs16659841,-1.79,breast
UACC812,CIDs11494412,CIDs16659841,-5.66,breast
UACC812,CIDs06442177,CIDs16659841,-16.8,breast
UACC812,CIDs16720766,CIDs16659841,3.38,breast
UACC812,CIDs11625818,CIDs16659841,-11.5,breast
UACC812,CIDs25033539,CIDs16659841,-9.99,breast
UACC812,CIDs00176166,CIDs16659841,0.466,breast
UACC812,CIDs00093860,CIDs16659841,6.04,breast
UACC812,CIDs11556711,CIDs16659841,5.22,breast
UACC812,CIDs11167602,CIDs16659841,-9.91,breast
UACC812,CIDs24856436,CIDs16659841,15.8,breast
UACC812,CIDs49867930,CIDs16659841,-32.7,breast
UACC812,CIDs24964624,CIDs10127622,3.46,breast
UACC812,CIDs00148177,CIDs10127622,-19.5,breast
UACC812,CIDs00001805,CIDs10127622,-7.55,breast
UACC812,CIDs46930996,CIDs10127622,-12.4,breast
UACC812,CIDs24978538,CIDs10127622,-4.15,breast
UACC812,CIDs10126189,CIDs10127622,11.7,breast
UACC812,CIDs11717001,CIDs10127622,-16.7,breast
UACC812,CIDs11656518,CIDs10127622,6.68,breast
UACC812,CIDs00002719,CIDs10127622,-11.0,breast
UACC812,CIDs00104741,CIDs10127622,7.36,breast
UACC812,CIDs00148195,CIDs10127622,12.1,breast
UACC812,CIDs00004261,CIDs10127622,-1.85,breast
UACC812,CIDs00005311,CIDs10127622,-12.5,breast
UACC812,CIDs11707110,CIDs10127622,10.6,breast
UACC812,CIDs16719221,CIDs10127622,34.1,breast
UACC812,CIDs17754438,CIDs10127622,-0.54,breast
UACC812,CIDs11597571,CIDs10127622,2.75,breast
UACC812,CIDs00148191,CIDs10127622,-24.3,breast
UACC812,CIDs06442177,CIDs10127622,-32.5,breast
UACC812,CIDs45375953,CIDs10127622,9.13,breast
UACC812,CIDs11520894,CIDs10127622,-40.9,breast
UACC812,CIDs16720766,CIDs10127622,-2.12,breast
UACC812,CIDs11625818,CIDs10127622,1.24,breast
UACC812,CIDs25033539,CIDs10127622,37.1,breast
UACC812,CIDs49867926,CIDs10127622,14.8,breast
UACC812,CIDs00176166,CIDs10127622,47.9,breast
UACC812,CIDs00093860,CIDs10127622,2.1,breast
UACC812,CIDs11556711,CIDs10127622,3.69,breast
UACC812,CIDs11167602,CIDs10127622,-7.78,breast
UACC812,CIDs24856436,CIDs10127622,32.6,breast
UACC812,CIDs49867930,CIDs10127622,-2.04,breast
UACC812,CIDs00001805,CIDs25262792,-13.8,breast
UACC812,CIDs46930996,CIDs25262792,-14.1,breast
UACC812,CIDs24978538,CIDs25262792,-5.59,breast
UACC812,CIDs10126189,CIDs25262792,2.62,breast
UACC812,CIDs11717001,CIDs25262792,-15.4,breast
UACC812,CIDs25194865,CIDs25262792,-32.6,breast
UACC812,CIDs00002719,CIDs25262792,-24.6,breast
UACC812,CIDs00104741,CIDs25262792,-28.0,breast
UACC812,CIDs00005376,CIDs25262792,33.1,breast
UACC812,CIDs00148195,CIDs25262792,-21.8,breast
UACC812,CIDs00004261,CIDs25262792,-9.92,breast
UACC812,CIDs00005311,CIDs25262792,-1.39,breast
UACC812,CIDs16719221,CIDs25262792,-17.1,breast
UACC812,CIDs17754438,CIDs25262792,-7.28,breast
UACC812,CIDs00148191,CIDs25262792,59.7,breast
UACC812,CIDs06442177,CIDs25262792,56.8,breast
UACC812,CIDs45375953,CIDs25262792,12.8,breast
UACC812,CIDs11520894,CIDs25262792,68.0,breast
UACC812,CIDs16720766,CIDs25262792,-9.75,breast
UACC812,CIDs11625818,CIDs25262792,-8.21,breast
UACC812,CIDs25033539,CIDs25262792,6.21,breast
UACC812,CIDs49867926,CIDs25262792,-11.5,breast
UACC812,CIDs00176166,CIDs25262792,-27.5,breast
UACC812,CIDs00093860,CIDs25262792,3.77,breast
UACC812,CIDs11556711,CIDs25262792,3.8,breast
UACC812,CIDs24856436,CIDs25262792,-46.4,breast
UACC812,CIDs49867930,CIDs25262792,-29.9,breast
UACC812,CIDs24964624,CIDs23725625,2.81,breast
UACC812,CIDs00148177,CIDs23725625,10.7,breast
UACC812,CIDs00001805,CIDs23725625,11.1,breast
UACC812,CIDs46930996,CIDs23725625,4.55,breast
UACC812,CIDs24978538,CIDs23725625,4.74,breast
UACC812,CIDs10126189,CIDs23725625,7.2,breast
UACC812,CIDs11717001,CIDs23725625,-32.3,breast
UACC812,CIDs11656518,CIDs23725625,12.7,breast
UACC812,CIDs25194865,CIDs23725625,-5.07,breast
UACC812,CIDs00002719,CIDs23725625,-3.37,breast
UACC812,CIDs00104741,CIDs23725625,1.59,breast
UACC812,CIDs00148195,CIDs23725625,5.64,breast
UACC812,CIDs00004261,CIDs23725625,2.56,breast
UACC812,CIDs00005311,CIDs23725625,14.9,breast
UACC812,CIDs11955716,CIDs23725625,5.27,breast
UACC812,CIDs11707110,CIDs23725625,5.66,breast
UACC812,CIDs16719221,CIDs23725625,6.44,breast
UACC812,CIDs17754438,CIDs23725625,1.11,breast
UACC812,CIDs11494412,CIDs23725625,-1.9,breast
UACC812,CIDs11597571,CIDs23725625,15.4,breast
UACC812,CIDs00148191,CIDs23725625,-7.67,breast
UACC812,CIDs06442177,CIDs23725625,-7.22,breast
UACC812,CIDs45375953,CIDs23725625,3.34,breast
UACC812,CIDs11520894,CIDs23725625,-54.1,breast
UACC812,CIDs16720766,CIDs23725625,9.86,breast
UACC812,CIDs11625818,CIDs23725625,0.589,breast
UACC812,CIDs25033539,CIDs23725625,0.12,breast
UACC812,CIDs49867926,CIDs23725625,-0.8109999999999999,breast
UACC812,CIDs00176166,CIDs23725625,-5.61,breast
UACC812,CIDs00093860,CIDs23725625,8.84,breast
UACC812,CIDs11556711,CIDs23725625,8.75,breast
UACC812,CIDs11167602,CIDs23725625,1.45,breast
UACC812,CIDs24856436,CIDs23725625,-6.72,breast
UACC812,CIDs49867930,CIDs23725625,-12.2,breast
UACC812,CIDs24964624,CIDs03081361,26.0,breast
UACC812,CIDs00148177,CIDs03081361,-22.5,breast
UACC812,CIDs00001805,CIDs03081361,0.354,breast
UACC812,CIDs24978538,CIDs03081361,-4.07,breast
UACC812,CIDs10126189,CIDs03081361,4.78,breast
UACC812,CIDs11717001,CIDs03081361,-56.7,breast
UACC812,CIDs11656518,CIDs03081361,-3.52,breast
UACC812,CIDs25194865,CIDs03081361,23.7,breast
UACC812,CIDs00002719,CIDs03081361,-5.95,breast
UACC812,CIDs00104741,CIDs03081361,13.7,breast
UACC812,CIDs00148195,CIDs03081361,-3.74,breast
UACC812,CIDs00004261,CIDs03081361,-23.0,breast
UACC812,CIDs00005311,CIDs03081361,-24.0,breast
UACC812,CIDs11707110,CIDs03081361,35.6,breast
UACC812,CIDs16719221,CIDs03081361,66.3,breast
UACC812,CIDs17754438,CIDs03081361,-25.2,breast
UACC812,CIDs11597571,CIDs03081361,-10.8,breast
UACC812,CIDs00148191,CIDs03081361,14.7,breast
UACC812,CIDs06442177,CIDs03081361,16.7,breast
UACC812,CIDs45375953,CIDs03081361,8.46,breast
UACC812,CIDs11520894,CIDs03081361,7.72,breast
UACC812,CIDs16720766,CIDs03081361,-7.38,breast
UACC812,CIDs11625818,CIDs03081361,-13.3,breast
UACC812,CIDs25033539,CIDs03081361,25.3,breast
UACC812,CIDs49867926,CIDs03081361,-25.7,breast
UACC812,CIDs00176166,CIDs03081361,-0.36,breast
UACC812,CIDs00093860,CIDs03081361,4.59,breast
UACC812,CIDs11556711,CIDs03081361,3.37,breast
UACC812,CIDs11167602,CIDs03081361,-30.8,breast
UACC812,CIDs24856436,CIDs03081361,-12.1,breast
UACC812,CIDs49867930,CIDs03081361,-17.2,breast
UMUC3,CIDs15953870,CIDs25227436,4.44,excretory system
UMUC3,CIDs46244453,CIDs25227436,-0.914,excretory system
UMUC3,CIDs10368812,CIDs25227436,-7.04,excretory system
UMUC3,CIDs11375205,CIDs25227436,-4.03,excretory system
UMUC3,CIDs51039095,CIDs25227436,-4.25,excretory system
UMUC3,CIDs00005311,CIDs25227436,3.12,excretory system
UMUC3,CIDs11955716,CIDs25227436,2.71,excretory system
UMUC3,CIDs49800198,CIDs25227436,-16.1,excretory system
UMUC3,CIDs25262792,CIDs25227436,29.9,excretory system
UMUC3,CIDs23725625,CIDs25227436,2.58,excretory system
UMUC3,CIDs17755052,CIDs25227436,5.02,excretory system
UMUC3,CIDs54751698,CIDs25227436,-0.6659999999999999,excretory system
UMUC3,CIDs58423153,CIDs25227436,13.9,excretory system
UMUC3,CIDs10302451,CIDs25227436,25.7,excretory system
UMUC3,CIDs00005515,CIDs25227436,52.7,excretory system
UMUC3,CIDs46244453,CIDs15953870,55.8,excretory system
UMUC3,CIDs23725625,CIDs15953870,89.2,excretory system
UMUC3,CIDs23725625,CIDs46244453,34.4,excretory system
UMUC3,CIDs15953870,CIDs72793174,43.4,excretory system
UMUC3,CIDs46244453,CIDs72793174,41.0,excretory system
UMUC3,CIDs00005311,CIDs72793174,-12.4,excretory system
UMUC3,CIDs11955716,CIDs72793174,-8.9,excretory system
UMUC3,CIDs23725625,CIDs72793174,50.2,excretory system
UMUC3,CIDs00005515,CIDs72793174,36.9,excretory system
UMUC3,CIDs25227436,CIDs11152667,-16.9,excretory system
UMUC3,CIDs15953870,CIDs11152667,11.1,excretory system
UMUC3,CIDs46244453,CIDs11152667,77.6,excretory system
UMUC3,CIDs72793174,CIDs11152667,-17.8,excretory system
UMUC3,CIDs10368812,CIDs11152667,-8.69,excretory system
UMUC3,CIDs11375205,CIDs11152667,-5.17,excretory system
UMUC3,CIDs51039095,CIDs11152667,1.67,excretory system
UMUC3,CIDs00005311,CIDs11152667,-2.64,excretory system
UMUC3,CIDs11955716,CIDs11152667,-8.59,excretory system
UMUC3,CIDs49800198,CIDs11152667,-10.2,excretory system
UMUC3,CIDs10127622,CIDs11152667,-13.5,excretory system
UMUC3,CIDs25262792,CIDs11152667,-6.55,excretory system
UMUC3,CIDs23725625,CIDs11152667,29.0,excretory system
UMUC3,CIDs17755052,CIDs11152667,-4.82,excretory system
UMUC3,CIDs54751698,CIDs11152667,12.8,excretory system
UMUC3,CIDs58423153,CIDs11152667,-5.65,excretory system
UMUC3,CIDs10302451,CIDs11152667,-33.2,excretory system
UMUC3,CIDs15953870,CIDs10368812,-4.65,excretory system
UMUC3,CIDs46244453,CIDs10368812,3.04,excretory system
UMUC3,CIDs00005311,CIDs10368812,-12.2,excretory system
UMUC3,CIDs11955716,CIDs10368812,-9.68,excretory system
UMUC3,CIDs49800198,CIDs10368812,8.7,excretory system
UMUC3,CIDs23725625,CIDs10368812,-6.52,excretory system
UMUC3,CIDs58423153,CIDs10368812,-12.1,excretory system
UMUC3,CIDs15953870,CIDs11375205,13.3,excretory system
UMUC3,CIDs46244453,CIDs11375205,-0.8909999999999999,excretory system
UMUC3,CIDs72793174,CIDs11375205,-21.7,excretory system
UMUC3,CIDs10368812,CIDs11375205,-5.48,excretory system
UMUC3,CIDs51039095,CIDs11375205,43.4,excretory system
UMUC3,CIDs00005311,CIDs11375205,-2.32,excretory system
UMUC3,CIDs11955716,CIDs11375205,-2.59,excretory system
UMUC3,CIDs49800198,CIDs11375205,-25.6,excretory system
UMUC3,CIDs10127622,CIDs11375205,27.6,excretory system
UMUC3,CIDs23725625,CIDs11375205,2.87,excretory system
UMUC3,CIDs58423153,CIDs11375205,0.835,excretory system
UMUC3,CIDs10302451,CIDs11375205,-4.84,excretory system
UMUC3,CIDs00005515,CIDs11375205,-23.0,excretory system
UMUC3,CIDs15953870,CIDs51039095,3.68,excretory system
UMUC3,CIDs46244453,CIDs51039095,-2.44,excretory system
UMUC3,CIDs72793174,CIDs51039095,-24.0,excretory system
UMUC3,CIDs10368812,CIDs51039095,1.67,excretory system
UMUC3,CIDs00005311,CIDs51039095,-4.45,excretory system
UMUC3,CIDs11955716,CIDs51039095,17.1,excretory system
UMUC3,CIDs49800198,CIDs51039095,-31.0,excretory system
UMUC3,CIDs23725625,CIDs51039095,-2.5,excretory system
UMUC3,CIDs58423153,CIDs51039095,-10.8,excretory system
UMUC3,CIDs00005515,CIDs51039095,-41.6,excretory system
UMUC3,CIDs15953870,CIDs00005311,1.28,excretory system
UMUC3,CIDs46244453,CIDs00005311,-0.755,excretory system
UMUC3,CIDs23725625,CIDs00005311,12.0,excretory system
UMUC3,CIDs15953870,CIDs11955716,-2.44,excretory system
UMUC3,CIDs46244453,CIDs11955716,-4.4,excretory system
UMUC3,CIDs00005311,CIDs11955716,-34.3,excretory system
UMUC3,CIDs23725625,CIDs11955716,35.7,excretory system
UMUC3,CIDs46244453,CIDs49800198,30.9,excretory system
UMUC3,CIDs72793174,CIDs49800198,22.2,excretory system
UMUC3,CIDs00005311,CIDs49800198,-25.4,excretory system
UMUC3,CIDs11955716,CIDs49800198,-12.5,excretory system
UMUC3,CIDs10127622,CIDs49800198,24.0,excretory system
UMUC3,CIDs23725625,CIDs49800198,18.1,excretory system
